id,date,title,category
13300,2014-08-18,"Invocation: Mercury Payton, Town Manager",Procedural
13301,2014-08-18,Pledge of Allegiance to the Flag of the United States of America,Procedural
13302,2014-08-18,Roll Call,Procedural
13304,2014-08-18,Receipt of petitions and communications from the Public,Procedural
13305,2014-08-18,Reports/Presentations,Procedural
13306,2014-08-18,Report and Inquiries of Council Members,Procedural
13307,2014-08-18,Report of the Town Manager,Procedural
13308,2014-08-18,Report of the Mayor,Procedural
13309,2014-08-18,Proposals for Additional Items to the Agenda,Procedural
13310,2014-08-18,Closed Session,Procedural
13311,2014-08-18,Public Hearings,Procedural
13312,2014-08-18,Regular Business,Procedural
13329,2014-08-18,Meeting Adjournment,Procedural
13330,2014-08-18,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
13334,2014-08-18,Report of the Mayor,Procedural
13336,2014-09-08,"Invocation: Rev. Craig Burns, Vienna Assembly of God",Procedural
13337,2014-09-08,Pledge of Allegiance to the Flag of the United States of America,Procedural
13338,2014-09-08,Roll Call,Procedural
13340,2014-09-08,Receipt of petitions and communications from the Public,Procedural
13341,2014-09-08,Reports/Presentations,Procedural
13342,2014-09-08,Report and Inquiries of Council Members,Procedural
13343,2014-09-08,Report of the Town Manager,Procedural
13344,2014-09-08,Report of the Mayor,Procedural
13345,2014-09-08,Proposals for Additional Items to the Agenda,Procedural
13346,2014-09-08,Closed Session,Procedural
13347,2014-09-08,Public Hearings,Procedural
13348,2014-09-08,Regular Business,Procedural
13349,2014-09-08,"Annual Report of Delinquent Real Estate Properties as of June 30, 2014",Procedural
13362,2014-09-08,Meeting Adjournment,Procedural
13363,2014-09-08,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
13387,2014-09-22,"Invocation: Rev. Dr. Clevester Hawkins, First Baptist Church",Procedural
13388,2014-09-22,Pledge of Allegiance to the Flag of the United States of America,Procedural
13389,2014-09-22,Roll Call,Procedural
13391,2014-09-22,Receipt of petitions and communications from the Public,Procedural
13392,2014-09-22,Reports/Presentations,Procedural
13393,2014-09-22,Report and Inquiries of Council Members,Procedural
13394,2014-09-22,Report of the Town Manager,Procedural
13395,2014-09-22,Report of the Mayor,Procedural
13396,2014-09-22,Proposals for Additional Items to the Agenda,Procedural
13397,2014-09-22,Closed Session,Procedural
13398,2014-09-22,Public Hearings,Procedural
13399,2014-09-22,Regular Business,Procedural
13416,2014-09-22,Meeting Adjournment,Procedural
13417,2014-09-22,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
13419,2014-10-20,"Invocation: Rev. Randy Beeman, Antioch Christian Church",Procedural
13420,2014-10-20,Pledge of Allegiance to the Flag of the United States of America,Procedural
13421,2014-10-20,Roll Call,Procedural
13423,2014-10-20,Receipt of petitions and communications from the Public,Procedural
13424,2014-10-20,Reports/Presentations,Procedural
13425,2014-10-20,Report and Inquiries of Council Members,Procedural
13426,2014-10-20,Report of the Town Manager,Procedural
13427,2014-10-20,Report of the Mayor,Procedural
13428,2014-10-20,Proposals for Additional Items to the Agenda,Procedural
13429,2014-10-20,Closed Session,Procedural
13430,2014-10-20,Public Hearings,Procedural
13431,2014-10-20,Regular Business,Procedural
13448,2014-10-20,Meeting Adjournment,Procedural
13449,2014-10-20,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
13470,2014-10-27,"Invocation: Rev. Corky Eddins, Christ Church Vienna",Procedural
13471,2014-10-27,Pledge of Allegiance to the Flag of the United States of America,Procedural
13472,2014-10-27,Roll Call,Procedural
13474,2014-10-27,Receipt of petitions and communications from the Public,Procedural
13475,2014-10-27,Reports/Presentations,Procedural
13476,2014-10-27,Report and Inquiries of Council Members,Procedural
13477,2014-10-27,Report of the Town Manager,Procedural
13478,2014-10-27,Report of the Mayor,Procedural
13479,2014-10-27,Proposals for Additional Items to the Agenda,Procedural
13480,2014-10-27,Closed Session,Procedural
13481,2014-10-27,Public Hearings,Procedural
13482,2014-10-27,Regular Business,Procedural
13492,2014-10-27,Meeting Adjournment,Procedural
13493,2014-10-27,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
13497,2014-11-03,"Invocation: John Russo, Vienna Baha'i Community",Procedural
13498,2014-11-03,Pledge of Allegiance to the Flag of the United States of America,Procedural
13499,2014-11-03,Roll Call,Procedural
13501,2014-11-03,Receipt of petitions and communications from the Public,Procedural
13502,2014-11-03,Reports/Presentations,Procedural
13503,2014-11-03,Report and Inquiries of Council Members,Procedural
13504,2014-11-03,Report of the Town Manager,Procedural
13505,2014-11-03,Report of the Mayor,Procedural
13506,2014-11-03,Proposals for Additional Items to the Agenda,Procedural
13507,2014-11-03,Closed Session,Procedural
13508,2014-11-03,Public Hearings,Procedural
13509,2014-11-03,Regular Business,Procedural
13514,2014-11-03,Meeting Adjournment,Procedural
13515,2014-11-03,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
13987,2014-11-03,Closed Session,Procedural
13988,2014-11-17,"Invocation: Reverend Garry Genser, Vienna Seventh-day Adventist Church",Procedural
13989,2014-11-17,Pledge of Allegiance to the Flag of the United States of America,Procedural
13990,2014-11-17,Roll Call,Procedural
13992,2014-11-17,Receipt of petitions and communications from the Public,Procedural
13993,2014-11-17,Reports/Presentations,Procedural
13994,2014-11-17,Report and Inquiries of Council Members,Procedural
13995,2014-11-17,Report of the Town Manager,Procedural
13996,2014-11-17,Report of the Mayor,Procedural
13997,2014-11-17,Proposals for Additional Items to the Agenda,Procedural
13998,2014-11-17,Closed Session,Procedural
13999,2014-11-17,Public Hearings,Procedural
14000,2014-11-17,Regular Business,Procedural
14014,2014-11-17,Meeting Adjournment,Procedural
14015,2014-11-17,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14045,2014-12-15,Invocation: Councilmember Emil Attanasi,Procedural
14046,2014-12-15,Pledge of Allegiance to the Flag of the United States of America,Procedural
14047,2014-12-15,Roll Call,Procedural
14049,2014-12-15,Receipt of petitions and communications from the Public,Procedural
14050,2014-12-15,Reports/Presentations,Procedural
14051,2014-12-15,Report and Inquiries of Council Members,Procedural
14052,2014-12-15,Report of the Town Manager,Procedural
14053,2014-12-15,Report of the Mayor,Procedural
14054,2014-12-15,Proposals for Additional Items to the Agenda,Procedural
14055,2014-12-15,Closed Session,Procedural
14056,2014-12-15,Public Hearings,Procedural
14057,2014-12-15,Regular Business,Procedural
14067,2014-12-15,Meeting Adjournment,Procedural
14068,2014-12-15,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14075,2014-12-15,Second Closed Session,Procedural
14076,2015-01-05,"Invocation: Reverend Craig Burns, Vienna Assembly of God",Procedural
14077,2015-01-05,Pledge of Allegiance to the Flag of the United States of America,Procedural
14078,2015-01-05,Roll Call,Procedural
14080,2015-01-05,Receipt of petitions and communications from the Public,Procedural
14081,2015-01-05,Reports/Presentations,Procedural
14082,2015-01-05,Report and Inquiries of Council Members,Procedural
14083,2015-01-05,Report of the Town Manager,Procedural
14084,2015-01-05,Report of the Mayor,Procedural
14085,2015-01-05,Proposals for Additional Items to the Agenda,Procedural
14086,2015-01-05,Closed Session,Procedural
14087,2015-01-05,Public Hearings,Procedural
14088,2015-01-05,Regular Business,Procedural
14094,2015-01-05,Meeting Adjournment,Procedural
14095,2015-01-05,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14096,2015-01-05,Second Closed Session,Procedural
14100,2015-01-26,"Invocation: Reverend Craig Burns, Vienna Assembly of God",Procedural
14101,2015-01-26,Pledge of Allegiance to the Flag of the United States of America,Procedural
14102,2015-01-26,Roll Call,Procedural
14104,2015-01-26,Receipt of petitions and communications from the Public,Procedural
14105,2015-01-26,Reports/Presentations,Procedural
14106,2015-01-26,Report and Inquiries of Council Members,Procedural
14107,2015-01-26,Report of the Town Manager,Procedural
14108,2015-01-26,Report of the Mayor,Procedural
14109,2015-01-26,Proposals for Additional Items to the Agenda,Procedural
14110,2015-01-26,Closed Session,Procedural
14111,2015-01-26,Public Hearings,Procedural
14112,2015-01-26,Regular Business,Procedural
14120,2015-01-26,Meeting Adjournment,Procedural
14121,2015-01-26,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14177,2015-01-26,Second Closed Session,Procedural
14125,2015-02-02,"Invocation: The Reverend Corky Eddins, Christ Church Vienna",Procedural
14126,2015-02-02,Pledge of Allegiance to the Flag of the United States of America,Procedural
14127,2015-02-02,Roll Call,Procedural
14129,2015-02-02,Receipt of petitions and communications from the Public,Procedural
14130,2015-02-02,Reports/Presentations,Procedural
14131,2015-02-02,Report and Inquiries of Council Members,Procedural
14132,2015-02-02,Report of the Town Manager,Procedural
14133,2015-02-02,Report of the Mayor,Procedural
14134,2015-02-02,Proposals for Additional Items to the Agenda,Procedural
14135,2015-02-02,Closed Session,Procedural
14136,2015-02-02,Public Hearings,Procedural
14137,2015-02-02,Regular Business,Procedural
14144,2015-02-02,Meeting Adjournment,Procedural
14145,2015-02-02,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14148,2015-02-02,Second Closed Session.,Procedural
14149,2015-02-02,Closed Session,Procedural
14178,2015-02-23,"Invocation: Rev. Johnny Kurcina, Christ Church Vienna",Procedural
14179,2015-02-23,Pledge of Allegiance to the Flag of the United States of America,Procedural
14180,2015-02-23,Roll Call,Procedural
14182,2015-02-23,Receipt of petitions and communications from the Public,Procedural
14183,2015-02-23,Reports/Presentations,Procedural
14184,2015-02-23,Report and Inquiries of Council Members,Procedural
14185,2015-02-23,Report of the Town Manager,Procedural
14186,2015-02-23,Report of the Mayor,Procedural
14187,2015-02-23,Proposals for Additional Items to the Agenda,Procedural
14188,2015-02-23,Closed Session,Procedural
14189,2015-02-23,Public Hearings,Procedural
14190,2015-02-23,Regular Business,Procedural
14199,2015-02-23,Meeting Adjournment,Procedural
14200,2015-02-23,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14312,2015-04-13,"Invocation: Reverend Craig Burns, Vienna Assembly of God",Procedural
14313,2015-04-13,Pledge of Allegiance to the Flag of the United States of America,Procedural
14314,2015-04-13,Roll Call,Procedural
14316,2015-04-13,Receipt of petitions and communications from the Public,Procedural
14317,2015-04-13,Reports/Presentations,Procedural
14318,2015-04-13,Report and Inquiries of Council Members,Procedural
14319,2015-04-13,Report of the Town Manager,Procedural
14320,2015-04-13,Report of the Mayor,Procedural
14321,2015-04-13,Proposals for Additional Items to the Agenda,Procedural
14322,2015-04-13,Closed Session,Procedural
14323,2015-04-13,Public Hearings,Procedural
14324,2015-04-13,Regular Business,Procedural
14340,2015-04-13,Meeting Adjournment,Procedural
14341,2015-04-13,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14375,2015-04-27,"Invocation: Reverend Dr. Beth Spitzner-Neubauer, Emmanual Lutheran Church, 2589 Chain Bridge Road",Procedural
14376,2015-04-27,Pledge of Allegiance to the Flag of the United States of America,Procedural
14377,2015-04-27,Roll Call,Procedural
14379,2015-04-27,Receipt of petitions and communications from the Public,Procedural
14380,2015-04-27,Reports/Presentations,Procedural
14381,2015-04-27,Report and Inquiries of Council Members,Procedural
14382,2015-04-27,Report of the Town Manager,Procedural
14383,2015-04-27,Report of the Mayor,Procedural
14384,2015-04-27,Proposals for Additional Items to the Agenda,Procedural
14385,2015-04-27,Closed Session,Procedural
14386,2015-04-27,Public Hearings,Procedural
14387,2015-04-27,Regular Business,Procedural
14402,2015-04-27,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14444,2015-04-27,Meeting Adjournment,Procedural
14409,2015-05-11,Invocation: Cantor Rachel Rhodes of Temple Rodef Shalom,Procedural
14410,2015-05-11,Pledge of Allegiance to the Flag of the United States of America,Procedural
14411,2015-05-11,Roll Call,Procedural
14413,2015-05-11,Receipt of petitions and communications from the Public,Procedural
14414,2015-05-11,Reports/Presentations,Procedural
14415,2015-05-11,Report and Inquiries of Council Members,Procedural
14416,2015-05-11,Report of the Town Manager,Procedural
14417,2015-05-11,Report of the Mayor,Procedural
14418,2015-05-11,Proposals for Additional Items to the Agenda,Procedural
14419,2015-05-11,Closed Session,Procedural
14420,2015-05-11,Public Hearings,Procedural
14421,2015-05-11,Regular Business,Procedural
14432,2015-05-11,Meeting Adjournment,Procedural
14433,2015-05-11,,Procedural
14450,2015-06-01,"Invocation: Councilman Emil D. Attanasi, Town of Vienna",Procedural
14451,2015-06-01,Pledge of Allegiance to the Flag of the United States of America,Procedural
14452,2015-06-01,Roll Call,Procedural
14454,2015-06-01,Receipt of petitions and communications from the Public,Procedural
14455,2015-06-01,Reports/Presentations,Procedural
14456,2015-06-01,Report and Inquiries of Council Members,Procedural
14457,2015-06-01,Report of the Town Manager,Procedural
14458,2015-06-01,Report of the Mayor,Procedural
14459,2015-06-01,Proposals for Additional Items to the Agenda,Procedural
14460,2015-06-01,Closed Session,Procedural
14461,2015-06-01,Public Hearings,Procedural
14462,2015-06-01,Regular Business,Procedural
14480,2015-06-01,Meeting Adjournment,Procedural
14481,2015-06-01,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14531,2015-06-08,Roll Call,Procedural
14542,2015-06-08,Regular Business,Procedural
14544,2015-06-08,Set a Closed Session for Board and Commission Interviews.,Procedural
14545,2015-06-08,Meeting Adjournment,Procedural
14550,2015-07-06,"Invocation:Reverend Corky Eddins, Christ Church Vienna",Procedural
14551,2015-07-06,Pledge of Allegiance to the Flag of the United States of America,Procedural
14552,2015-07-06,Roll Call,Procedural
14554,2015-07-06,Receipt of petitions and communications from the Public,Procedural
14555,2015-07-06,Reports/Presentations,Procedural
14556,2015-07-06,Report and Inquiries of Council Members,Procedural
14557,2015-07-06,Report of the Town Manager,Procedural
14558,2015-07-06,Report of the Mayor,Procedural
14559,2015-07-06,Proposals for Additional Items to the Agenda,Procedural
14560,2015-07-06,Closed Session,Procedural
14561,2015-07-06,Public Hearings,Procedural
14563,2015-07-06,Regular Business,Procedural
14583,2015-07-06,Meeting Adjournment,Procedural
14645,2015-09-14,"Invocation: John Russo, Local Spiritual Assembly of the Baha'is.",Procedural
14646,2015-09-14,Pledge of Allegiance to the Flag of the United States of America,Procedural
14647,2015-09-14,Roll Call,Procedural
14649,2015-09-14,Receipt of petitions and communications from the Public,Procedural
14650,2015-09-14,Reports/Presentations,Procedural
14651,2015-09-14,Report and Inquiries of Council Members,Procedural
14652,2015-09-14,Report of the Town Manager,Procedural
14653,2015-09-14,Report of the Mayor,Procedural
14654,2015-09-14,Proposals for Additional Items to the Agenda,Procedural
14655,2015-09-14,Closed Session,Procedural
14656,2015-09-14,Public Hearings,Procedural
14658,2015-09-14,Regular Business,Procedural
14668,2015-09-14,Meeting Adjournment,Procedural
14669,2015-09-14,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14688,2015-09-14,Rollcall,Procedural
14689,2015-09-28,"Invocation: Reverend Johnny Kurcina, Christ Church Vienna",Procedural
14690,2015-09-28,Pledge of Allegiance to the Flag of the United States of America,Procedural
14691,2015-09-28,Roll Call,Procedural
14693,2015-09-28,Receipt of petitions and communications from the Public,Procedural
14694,2015-09-28,Reports/Presentations,Procedural
14695,2015-09-28,Report and Inquiries of Council Members,Procedural
14696,2015-09-28,Report of the Town Manager,Procedural
14697,2015-09-28,Report of the Mayor,Procedural
14698,2015-09-28,Proposals for Additional Items to the Agenda,Procedural
14699,2015-09-28,Closed Session,Procedural
14702,2015-09-28,Regular Business,Procedural
14717,2015-09-28,Meeting Adjournment,Procedural
14718,2015-09-28,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14720,2015-10-19,"Invocation: John Russo, Local Spiritual Assembly of the Bahai', Vienna",Procedural
14721,2015-10-19,Pledge of Allegiance to the Flag of the United States of America,Procedural
14722,2015-10-19,Roll Call,Procedural
14724,2015-10-19,Receipt of petitions and communications from the Public,Procedural
14725,2015-10-19,Reports/Presentations,Procedural
14726,2015-10-19,Report and Inquiries of Council Members,Procedural
14727,2015-10-19,Report of the Town Manager,Procedural
14728,2015-10-19,Report of the Mayor,Procedural
14729,2015-10-19,Proposals for Additional Items to the Agenda,Procedural
14730,2015-10-19,Closed Session,Procedural
14733,2015-10-19,Regular Business,Procedural
14744,2015-10-19,Meeting Adjournment,Procedural
14745,2015-10-19,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14771,2015-11-02,"Invocation: Reverend Johnny Kurcina, Christ Church Vienna",Procedural
14772,2015-11-02,Pledge of Allegiance to the Flag of the United States of America,Procedural
14773,2015-11-02,Roll Call,Procedural
14775,2015-11-02,Receipt of petitions and communications from the Public,Procedural
14776,2015-11-02,Reports/Presentations,Procedural
14777,2015-11-02,Report and Inquiries of Council Members,Procedural
14778,2015-11-02,Report of the Town Manager,Procedural
14779,2015-11-02,Report of the Mayor,Procedural
14780,2015-11-02,Proposals for Additional Items to the Agenda,Procedural
14781,2015-11-02,Closed Session,Procedural
14784,2015-11-02,Regular Business,Procedural
14791,2015-11-02,Meeting Adjournment,Procedural
14792,2015-11-02,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14793,2015-11-02,Report and Inquiries of Council Members,Procedural
14874,2015-12-14,Invocation: Mr. Iman Ferdowski of the Local Spiritual Assembly of the Baha'is of the Town of Vienna,Procedural
14875,2015-12-14,Pledge of Allegiance to the Flag of the United States of America,Procedural
14876,2015-12-14,Roll Call,Procedural
14878,2015-12-14,Receipt of petitions and communications from the Public,Procedural
14879,2015-12-14,Reports/Presentations,Procedural
14880,2015-12-14,Report and Inquiries of Council Members,Procedural
14881,2015-12-14,Report of the Town Manager,Procedural
14882,2015-12-14,Report of the Mayor,Procedural
14883,2015-12-14,Proposals for Additional Items to the Agenda,Procedural
14884,2015-12-14,Closed Session,Procedural
14887,2015-12-14,Regular Business,Procedural
14898,2015-12-14,Meeting Adjournment,Procedural
14899,2015-12-14,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural
14906,2015-12-14,Second Closed Session,Procedural
14907,2016-01-04,"Invocation: Reverend Johnny Kurcina, Christ Church Vienna",Procedural
14908,2016-01-04,Pledge of Allegiance to the Flag of the United States of America,Procedural
14909,2016-01-04,Roll Call,Procedural
14911,2016-01-04,Receipt of petitions and communications from the Public,Procedural
14912,2016-01-04,Reports/Presentations,Procedural
14913,2016-01-04,Report and Inquiries of Council Members,Procedural
14914,2016-01-04,Report of the Town Manager,Procedural
14915,2016-01-04,Report of the Mayor,Procedural
14916,2016-01-04,Proposals for Additional Items to the Agenda,Procedural
14917,2016-01-04,Closed Session,Procedural
14920,2016-01-04,Regular Business,Procedural
14924,2016-01-04,Meeting Adjournment,Procedural
14970,2016-01-25,"Invocation: Pastor Garry Genser, Vienna Seventh-Day Adventist Church",Procedural
14971,2016-01-25,Pledge of Allegiance to the Flag of the United States of America,Procedural
14972,2016-01-25,Roll Call,Procedural
14974,2016-01-25,Receipt of petitions and communications from the Public,Procedural
14975,2016-01-25,Reports/Presentations,Procedural
14976,2016-01-25,Report and Inquiries of Council Members,Procedural
14977,2016-01-25,Report of the Town Manager,Procedural
14978,2016-01-25,Report of the Mayor,Procedural
14979,2016-01-25,Proposals for Additional Items to the Agenda,Procedural
14980,2016-01-25,Closed Session,Procedural
14983,2016-01-25,Regular Business,Procedural
14992,2016-01-25,Meeting Adjournment,Procedural
